21:01:40.071 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=66, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:45.823 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=67, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:50.828 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=68, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:55.832 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=69, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:01:56.126 [Thread-92] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
21:13:33.278 [http-nio-8088-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
21:13:33.350 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:13:33.351 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: handleUnexpectedServer，属于com.example.lyc.springboot.demo.exception.GlobalExceptionHandler包==============
21:13:33.351 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==================用户请求的url为：http://3z5753f148.vicp.fun/location，ip地址为：127.0.0.1==============
21:13:33.352 [http-nio-8088-exec-1] ERROR c.e.l.s.d.e.GlobalExceptionHandler - 系统异常：
org.springframework.web.HttpRequestMethodNotSupportedException: Request method 'GET' is not supported
	at org.springframework.web.servlet.mvc.method.RequestMappingInfoHandlerMapping.handleNoMatch(RequestMappingInfoHandlerMapping.java:265)
	at org.springframework.web.servlet.handler.AbstractHandlerMethodMapping.lookupHandlerMethod(AbstractHandlerMethodMapping.java:441)
	at org.springframework.web.servlet.handler.AbstractHandlerMethodMapping.getHandlerInternal(AbstractHandlerMethodMapping.java:382)
	at org.springframework.web.servlet.mvc.method.RequestMappingInfoHandlerMapping.getHandlerInternal(RequestMappingInfoHandlerMapping.java:126)
	at org.springframework.web.servlet.mvc.method.RequestMappingInfoHandlerMapping.getHandlerInternal(RequestMappingInfoHandlerMapping.java:68)
	at org.springframework.web.servlet.handler.AbstractHandlerMapping.getHandler(AbstractHandlerMapping.java:505)
	at org.springframework.web.servlet.DispatcherServlet.getHandler(DispatcherServlet.java:1275)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1057)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:974)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1011)
	at org.springframework.web.servlet.FrameworkServlet.doGet(FrameworkServlet.java:903)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:564)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:205)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)
	at org.springframework.security.web.FilterChainProxy.lambda$doFilterInternal$3(FilterChainProxy.java:231)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:365)
	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.invoke(FilterSecurityInterceptor.java:117)
	at org.springframework.security.web.access.intercept.FilterSecurityInterceptor.doFilter(FilterSecurityInterceptor.java:83)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:126)
	at org.springframework.security.web.access.ExceptionTranslationFilter.doFilter(ExceptionTranslationFilter.java:120)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.AnonymousAuthenticationFilter.doFilter(AnonymousAuthenticationFilter.java:100)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter.doFilter(SecurityContextHolderAwareRequestFilter.java:179)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.savedrequest.RequestCacheAwareFilter.doFilter(RequestCacheAwareFilter.java:63)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:227)
	at org.springframework.security.web.authentication.AbstractAuthenticationProcessingFilter.doFilter(AbstractAuthenticationProcessingFilter.java:221)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at com.example.lyc.springboot.demo.security.JwtAuthenticationFilter.doFilterInternal(JwtAuthenticationFilter.java:43)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:107)
	at org.springframework.security.web.authentication.logout.LogoutFilter.doFilter(LogoutFilter.java:93)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.header.HeaderWriterFilter.doHeadersAfter(HeaderWriterFilter.java:90)
	at org.springframework.security.web.header.HeaderWriterFilter.doFilterInternal(HeaderWriterFilter.java:75)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:82)
	at org.springframework.security.web.context.SecurityContextHolderFilter.doFilter(SecurityContextHolderFilter.java:69)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter.doFilterInternal(WebAsyncManagerIntegrationFilter.java:62)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.session.DisableEncodeUrlFilter.doFilterInternal(DisableEncodeUrlFilter.java:42)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.springframework.security.web.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:374)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:233)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:191)
	at org.springframework.web.filter.DelegatingFilterProxy.invokeDelegate(DelegatingFilterProxy.java:352)
	at org.springframework.web.filter.DelegatingFilterProxy.doFilter(DelegatingFilterProxy.java:268)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:174)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:149)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:166)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:482)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:115)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:341)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:391)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:894)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1740)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1191)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.base/java.lang.Thread.run(Thread.java:833)
21:13:33.356 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法handleUnexpectedServer执行完毕，返回参数为：BaseResponse(code=500, message=系统未知异常，请联系管理员, data=null)==============
21:13:33.359 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============对返回参数进行业务上的增强：BaseResponse(code=500, message=系统未知异常，请联系管理员, data=null)增强版==============
21:13:33.360 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:13:33.360 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法handleUnexpectedServer已经执行完==============
21:13:33.480 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:13:33.480 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: requestDestroyed，属于com.example.lyc.springboot.demo.listener.MyServletRequestListener包==============
21:13:33.480 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:13:33.480 [http-nio-8088-exec-1] INFO  c.e.l.s.d.l.MyServletRequestListener - request end
21:13:33.480 [http-nio-8088-exec-1] INFO  c.e.l.s.d.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
21:13:33.481 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestDestroyed执行完毕，但返回参数为 null==============
21:13:33.481 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:13:33.481 [http-nio-8088-exec-1] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestDestroyed已经执行完==============
21:13:33.950 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:13:33.951 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: requestInitialized，属于com.example.lyc.springboot.demo.listener.MyServletRequestListener包==============
21:13:33.952 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:13:33.952 [http-nio-8088-exec-2] INFO  c.e.l.s.d.l.MyServletRequestListener - session id为：AB524942BC682FC8D81C05E6FBFB2F7E
21:13:33.952 [http-nio-8088-exec-2] INFO  c.e.l.s.d.l.MyServletRequestListener - request url为：http://3z5753f148.vicp.fun/favicon.ico
21:13:33.952 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestInitialized执行完毕，但返回参数为 null==============
21:13:33.952 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:13:33.952 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestInitialized已经执行完==============
21:13:34.029 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doBefore方法进入了==============
21:13:34.029 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============即将执行方法为: requestDestroyed，属于com.example.lyc.springboot.demo.listener.MyServletRequestListener包==============
21:13:34.030 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - Not in a request context
21:13:34.030 [http-nio-8088-exec-2] INFO  c.e.l.s.d.l.MyServletRequestListener - request end
21:13:34.030 [http-nio-8088-exec-2] INFO  c.e.l.s.d.l.MyServletRequestListener - request域中保存的name值为：测试自定义事件监听器
21:13:34.030 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestDestroyed执行完毕，但返回参数为 null==============
21:13:34.030 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============doAfter方法进入了==============
21:13:34.030 [http-nio-8088-exec-2] INFO  c.e.l.s.d.handler.LogAspectHandler - ==============方法requestDestroyed已经执行完==============
21:13:34.637 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=30, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:13:39.644 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=31, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:13:44.648 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=32, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:13:49.654 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=33, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
21:13:54.660 [org.springframework.jms.JmsListenerEndpointContainer#0-1] ERROR o.s.j.l.DefaultMessageListenerContainer - Could not refresh JMS Connection for destination 'activemq.queue' - retrying using FixedBackOff{interval=5000, currentAttempts=34, maxAttempts=unlimited}. Cause: Could not connect to broker URL: tcp://localhost:61616. Reason: java.net.ConnectException: Connection refused
